Contract,sim,Partner_Yes,Dependents_Yes,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,SeniorCitizen,tenure,MonthlyCharges_qt_outl,TotalCharges_qt_outl,YearStayed
0.0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5406984766449103,0.0,0.5406984766449103,0.0,0.0,0.0,1.0,0.0,0.45930152335508967,1.0,0.0,0.45930152335508967,0.0,0,25,0.6200811438247513,0.42420014568676123,2017
1.8069310596091184,1,0.09653447019544081,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,43,1.3984351363418535,1.0207937084203795,2018
1.0,3,0.0,0.0,0.0,0.758106171741161,0.0,0.0,0.24189382825883898,0.0,0.758106171741161,0.0,0.24189382825883898,0.0,0.0,0.0,0.758106171741161,0.0,1.0,0.0,1.0,0.0,0.0,1,45,0.5988478916487704,0.8450251079683809,2018
0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9875959637226852,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1,0.41913099227507944,-1.1672216187320474,2015
0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5312320345354942,0.0,0.5312320345354942,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,20,1.2300467933610333,0.3635540244129247,2016
0.0,3,1.0,0.6987347392399996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,29,1.086141530162712,0.6094158192550315,2017
0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4016425157022412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,5,-0.781672522072963,-0.8526277654204715,2015
0.0,0,0.7027621922913828,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,6,0.5905990695537815,-0.35259649117434316,2015
0.0,2,0.0,0.0,0.7000808884930153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2999191115069847,0.7000808884930153,0,7,0.3561633869908197,-0.40241121246211164,2015
0.0,2,0.0,0.2568068012683966,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,1,0.8557625980681712,-1.1158109727601628,2015
0.0,1,0.04814283597835345,0.0,0.9518571640216466,1.0,0.0,0.0,0.04814283597835345,0.0,0.0,0.0,1.0,0.0,0.9518571640216466,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,27,1.297565881166484,0.5709584167988901,2017
0.0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9028949951919872,0.0,0.09710500480801276,1.0,0.0,1.0,0.0,1,4,0.5704070897124951,-0.631005278816137,2015
0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14773612560881855,0.0,0.0,0.0,0.14773612560881855,0.0,1.0,0.0,0.0,0.8522638743911815,0.0,1.0,0.0,0,1,0.2733050419852725,-1.204668621295845,2015
0.0,2,0.3321953167735935,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3321953167735935,0.6678046832264065,0.3321953167735935,0.0,0,35,0.06791394995491987,0.5079776202514248,2017
0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5932215701073843,0.0,0,3,1.4716150495095779,-0.6901160339196004,2015
0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1,-1.178475173256441,-1.9528653775987705,2015
0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8146698204712856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18533017952871444,0.0,0.8146698204712856,0.0,1,4,-0.909036674269501,-1.0336694585611688,2015
0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9210308378091714,0.0,1.0,0.0,0,1,0.5504362311689621,-1.1525664467156749,2015
0.0,3,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2395101699095381,0.0,0.7604898300904619,0.0,1.0,0.0,1.0,1.0,0.7604898300904619,0.0,0.2395101699095381,0,32,1.7652441363991769,0.70817608074109,2017
0.0,2,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7945782787001903,0.0,0.0,0.20542172129980973,0,1,0.5896823046152221,-0.9455167147465312,2015
0.03467026672648332,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03467026672648332,0.0,1.0,0.0,0.0,0.0,0.9653297332735167,0.0,0.9653297332735167,0.03467026672648332,0.0,1.0,0.0,0,39,-0.41294176441262725,0.38396649632139546,2018
2.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.5828068350834896,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5828068350834896,0.0,0,70,1.6754891123695106,2.0272728659660917,2020
0.004562483808690065,2,0.0,0.0,0.004562483808690065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.004562483808690065,0.0,0.004562483808690065,0.0,0.0,0.0,0.004562483808690065,0,12,-0.5604868175433045,-0.38756507704148546,2015
0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,-0.12195395833219672,-1.2887059923198636,2015
0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.47855431095641054,0.0,1.0,0.0,0,7,1.1491770904523548,-0.28038997809508726,2015
0.0,3,1.0,0.9363590907133577,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9363590907133577,0.06364090928664234,0,20,0.6400271743072737,0.26272421770630794,2016
0.0,1,0.16862648561429017,0.0,0.0,1.0,0.0,0.0,0.16862648561429017,0.0,0.0,0.0,1.0,0.0,0.8313735143857098,0.0,0.8313735143857098,0.0,1.0,1.0,0.0,0.0,1.0,0,5,1.0129682882638447,-0.44354541328798347,2015
0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,-0.8605232368131314,-1.765065768246376,2015
0.8850670029404332,0,1.0,0.0,0.0,0.0,0.0,0.0,0.8850670029404332,0.0,1.0,0.0,0.8850670029404332,0.0,0.0,0.0,0.11493299705956683,0.0,0.0,1.0,0.0,1.0,0.0,0,40,-0.7589005905777616,0.23503759094012663,2018
0.0,0,0.9061427151766438,0.0,0.0,0.0,0.0,0.0,0.9061427151766438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,-0.6330634054549555,-1.5870889075457284,2015
1.0,1,1.0,0.0903731805634076,1.0,1.0,0.0,0.0,0.0903731805634076,0.0,0.0,0.0,0.9096268194365924,0.0,1.0,0.0,0.9096268194365924,0.0,1.0,1.0,1.0,0.0,0.0,0,66,1.494500334293439,1.7620352801302943,2020
0.0,2,0.33079973706192156,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,6,0.05429426181278325,-0.5129006790935061,2015
0.17071320068324447,0,0.0,0.0,0.17071320068324447,0.0,0.0,0.0,0.17071320068324447,0.0,0.17071320068324447,0.0,0.0,0.0,0.17071320068324447,0.0,0.8292867993167555,0.0,0.0,0.17071320068324447,0.0,0.0,1.0,0,34,-0.40888709463863315,0.3467642739849288,2017
0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8789789002822673,0.0,1.0,0.8789789002822673,0.0,1.0,0.0,0,5,-0.20843365607093867,-0.6600650557252451,2015
0.0,0,0.0,0.4282276479516778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,-0.0930647535883042,-1.318135453746356,2015
0.0,1,1.0,0.0,0.0,0.5174463517550413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,10,-0.410989314329781,-0.3832506630120194,2015
0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,4,0.06948917605419079,-0.6688322072717156,2015
0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6830534122088807,0.0,0.6830534122088807,0.0,0.6830534122088807,0.0,0.0,0.0,0.6830534122088807,1.0,1.0,0.0,0.0,0,2,0.5483469312451442,-0.9386007030462562,2015
0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5654040391412882,0.0,1.0,0.0,0,1,0.16292659002488313,-1.225758725484546,2015
1.0,3,0.22612034426984362,0.22612034426984362,0.0,0.0,0.0,0.0,0.22612034426984362,0.0,1.0,0.0,0.7738796557301564,0.0,1.0,0.0,1.0,0.0,0.22612034426984362,0.7738796557301564,1.0,0.0,0.0,0,38,-0.037800447417162736,0.5088847804905734,2018
0.0,0,0.39807656898486843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39807656898486843,0.0,1.0,0.0,0.0,0.6019234310151316,0.6019234310151316,0.0,0.39807656898486843,0,9,-0.8085228624142164,-0.6862948498575133,2015
0.0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10747671004515391,1.0,0.0,1.0,0.0,1,68,0.6815748400406144,1.4773744575270218,2020
0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0.09844678865872339,-1.248433014271363,2015
0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.392910421281246,1.0,0.0,1.0,0.0,0,1,0.0128466406206549,-1.2846872424425018,2015
0.6313075530919887,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6313075530919887,0.0,1.0,0.0,0.6313075530919887,0.0,1.0,1.0,0.0,1.0,0.0,0,56,1.652755824123311,1.4006131648468183,2019
0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4083028376936745,0.0,0.0,0.0,0.0,0.0,0.5916971623063255,0.0,0.5916971623063255,1.0,0.0,0.5916971623063255,0.0,0,29,0.5752078556812682,0.47537758571085664,2017
0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.29736622691448367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,0.06821508136647125,-0.04244143380999968,2016
0.0,1,0.0,0.0,0.23743346837480628,1.0,0.0,0.0,0.0,0.0,0.23743346837480628,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,13,0.09041954858641145,-0.13422971738582748,2016
0.0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,4,0.623117481236829,-0.5405073269165032,2015
0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8957751971916523,0.0,0.8957751971916523,1.0,0.0,1.0,0.0,0,42,1.1302050546993896,0.8816118069832751,2018
0.0,1,0.6154886723551874,0.0,0.0,0.6154886723551874,0.0,0.0,0.0,0.0,0.0,0.0,0.38451132764481255,0.0,0.38451132764481255,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,12,-0.13276233426819498,-0.25961369251632627,2015
0.5123329313787356,1,0.5123329313787356,0.0,0.0,0.0,0.0,0.0,0.5123329313787356,0.0,1.0,0.0,0.5123329313787356,0.0,0.0,0.0,0.4876670686212644,0.0,0.0,0.4876670686212644,0.5123329313787356,0.4876670686212644,0.0,0,57,-0.5501152375471632,0.5559647959226858,2019
0.0,3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3477757404545275,0.6522242595454725,0.0,0,3,0.012072497044187076,-0.7352397510290665,2015
0.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,-0.1515536084721505,-1.3612617434949392,2015
0.0,2,1.0,1.0,0.39934893345164413,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,31,1.1612234956004892,0.6119530839279474,2017
0.0,1,0.2564060838234402,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7435939161765598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,10,-0.019595780035801477,-0.2586724152303416,2015
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5062660594952028,0.0,0.49373394050479724,0,3,-0.4675187082893652,-0.919028738574059,2015
0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1,-1.1456445239148094,-1.931794485886304,2015
0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9290677838662266,0.0,0.07093221613377343,0.0,0.9290677838662266,0.0,0.9290677838662266,0.0,0.0,0.0,0.0,0.0,1.0,0,9,-0.26464196329742457,-0.39819025346113895,2015
0.0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.745608419158153,0.0,0.745608419158153,0.0,0.0,0.0,1.0,0.0,0.745608419158153,0.254391580841847,0.0,0,1,0.525105227948849,-0.9681223180325804,2015
0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6381469067948613,0.0,1.0,1.0,0.0,1.0,0.0,0,1,0.4316091443336113,-1.1741792893330758,2015
0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,-0.13920975211177908,-1.353176482597707,2015
1.0,3,0.0,0.045648745502383736,0.045648745502383736,0.0,0.0,0.0,0.9543512544976163,0.0,1.0,0.0,0.9543512544976163,0.0,1.0,0.0,1.0,0.0,1.0,0.045648745502383736,0.0,0.0,0.045648745502383736,0,30,0.4346510713088378,0.48481343325759785,2017
0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14002409755331768,1.0,0.0,1.0,0.0,0,10,-0.6901327958089857,-0.5846403582811533,2015
0.0,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7231856922086942,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2768143077913058,1.0,0.0,1.0,0.0,1,11,1.0143867609545019,-0.0725498294358162,2015
0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,-0.7501808825325165,-1.7069395338858637,2015
0.33134700710305076,3,0.0,0.0,1.0,0.6686529928969492,0.0,0.0,0.0,0.0,0.6686529928969492,0.0,0.33134700710305076,0.0,0.33134700710305076,0.0,1.0,0.0,0.33134700710305076,1.0,1.0,0.0,0.0,0,18,0.5276530109630639,0.1507980189307527,2016
0.0,2,0.0,0.0,0.48204105811208253,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5179589418879175,0.0,1.0,0.5179589418879175,0.0,1.0,0.0,0,10,0.5472461087973829,-0.2116580520025261,2015
1.0,1,0.8039022872616071,0.8039022872616071,0.19609771273839294,0.19609771273839294,0.0,0.0,1.0,0.0,1.0,0.0,0.8039022872616071,0.0,0.0,0.0,1.0,0.0,0.8039022872616071,0.19609771273839294,0.0,1.0,0.0,0,51,-0.12059976995631125,0.6898836587722638,2019
0.0,0,0.38921992892423174,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6107800710757683,0.0,1.0,0.0,1.0,0.6107800710757683,0.0,0.6107800710757683,0.0,1,32,1.8238530195565839,0.7401898576354401,2017
0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7193167844840257,0.0,1.0,0.0,0,3,0.09416916221573388,-0.7998427642372674,2015
0.0,0,0.0,0.7930074215615732,0.7930074215615732,0.7930074215615732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7930074215615732,0.0,0.0,0,12,-0.15841888681056054,-0.24736929967008459,2015
0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48342737155402093,0.0,0.0,1.0,0.0,0,1,0.05162374120084532,-1.2708179239294353,2015
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9944942008395792,0.0,0.0,0.0,0.005505799160420821,0.0,0.005505799160420821,0.0,0.0,1.0,0.0,1,5,-0.5582561321012551,-0.7950694374662299,2015
0.0,0,0.0076640326492253275,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076640326492253275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0076640326492253275,0.9923359673507747,0.0,0,37,0.11139663863347675,0.5597009396298468,2018
0.0,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.21906880910185778,0.0,0,11,1.0261062284342999,-0.055188402245738975,2015
0.0,0,0.03672136250082114,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,34,1.0409658272124624,0.692646103570924,2017
0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8919742458693086,0.0,0.8919742458693086,1.0,0.0,1.0,0.0,0,2,-0.6791730196676516,-1.1586026283338735,2015
0.0,1,0.0,0.6611393506612484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6611393506612484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,-0.6346735948526567,-1.5807460476931536,2015
0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19741432042018714,0.0,0,2,-0.13553962999087432,-0.9725971650811716,2015
0.0,3,0.5720486433693008,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42795135663069916,0.0,0.5720486433693008,0.0,0.0,1.0,0.0,1.0,0.0,0,26,0.28176098425870955,0.3712849057786918,2017
0.5126677259564164,0,0.0,0.5126677259564164,1.0,1.0,0.0,0.0,0.0,0.0,0.4873322740435836,0.0,0.4873322740435836,0.0,0.5126677259564164,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,49,1.2429550522248443,1.1205182435382484,2019
0.0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.7065111767918784,0.0,0.7065111767918784,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29348882320812164,1.0,0.0,1.0,0.0,0,46,1.072833138662032,0.9793546060356426,2018
0.0,2,0.9317537194328164,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,37,1.0831595456259966,0.7736966584087648,2018
0.0,2,0.39701504123719167,0.0,0.39701504123719167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6029849587628083,0.0,0.0,0.0,0.6029849587628083,0.0,0.6029849587628083,1.0,0.0,0.39701504123719167,0.0,0,42,-0.5971101275816021,0.3751803604544131,2018
0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,-0.1408013525833041,-1.3528451968613862,2015
0.0,2,0.3829334838821987,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3829334838821987,1.0,0.0,1.0,0.0,1,12,0.9070469128810373,-0.03683857806235817,2015
0.0,1,0.11383839347660141,0.0,0.11383839347660141,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11383839347660141,0.0,0.11383839347660141,0.11383839347660141,0.0,0.0,0.0,0,40,0.01015175424205201,0.5879101612050123,2018
0.0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.3452231428016921,0.0,0.3452231428016921,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6547768571983079,1.0,0.0,1.0,0.0,0,46,1.1406346329620176,0.9920311774483015,2018
0.0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.4925880612821911,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5074119387178089,1.0,0.0,1.0,0.0,0,23,1.2126222841175054,0.4249649173025511,2016
0.0,3,1.0,0.0,0.8742225246851758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8742225246851758,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,2,1.3140066465097076,-0.8023014088250693,2015
0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5064534196598813,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,30,1.2447485912682477,0.638494413895176,2017
0.0,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.29774123396833574,0.0,0.29774123396833574,0.0,0,1,-1.5843233915018478,-2.2017140935386434,2015
1.9928168389990704,2,1.0,0.9928168389990704,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.9928168389990704,0.007183161000929639,0.0,0.0,0,70,2.303012173995837,2.1910040394984405,2020
0.0,2,0.8685108801020184,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8685108801020184,0.0,0.8685108801020184,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,0.2944855530689544,0.014306903581668893,2016
0.0,2,0.7252684744804805,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2747315255195195,0.7252684744804805,0.0,0,24,1.3798038873964567,0.48432674481118915,2016
0.0,1,0.6054239244023536,0.6054239244023536,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3945760755976464,0.6054239244023536,0.3945760755976464,0.0,0,33,0.43301899565342905,0.5414126865434755,2017
0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5781718214611686,0.0,1.0,0.0,0.42182817853883137,0.42182817853883137,0.0,1.0,0.0,0,30,0.5212001825319519,0.5136167850288872,2017
1.0,2,0.5889789247344542,0.41102107526554577,1.0,1.0,0.0,0.0,0.0,0.0,0.5889789247344542,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,62,1.453495093660512,1.6679112975191814,2020
0.0,1,1.0,0.0,0.0,0.9076110025565549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,10,-0.16644924356528992,-0.30663127055492195,2015
1.2859673555331437,2,1.0,0.7140326444668564,0.28596735553314356,0.0,0.28596735553314356,0.28596735553314356,0.7140326444668564,0.28596735553314356,0.0,0.28596735553314356,0.0,0.28596735553314356,0.0,0.28596735553314356,0.7140326444668564,0.28596735553314356,0.7140326444668564,1.0,0.28596735553314356,0.0,0.0,0,56,-0.36802489784228287,0.5953631746725576,2019
0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.39209478590929625,0.0,0,6,0.759460425361885,-0.4065892834456452,2015
0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3093727178627821,0.0,1.0,0.0,0.6906272821372179,0.6906272821372179,0.0,1.0,0.0,0,30,0.5798700250154519,0.5272699046517556,2017
0.0,1,0.8237903842212947,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,32,0.26240534196929804,0.5163570731598698,2017
0.04493948851501106,1,0.0,0.04493948851501106,0.9550605114849889,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.04493948851501106,0.0,0.04493948851501106,0.0,1.0,1.0,0.0,0.9550605114849889,0.0,0,46,0.792617862841174,0.8863979351046841,2018
1.1788017174497734,3,0.0,0.0,0.8211982825502265,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8211982825502265,0.17880171744977347,0,56,-1.2478861725268071,0.043656396030362817,2019
